rootcause,faulttype,injectionver,pattern,score,in,out,localizedat
basic+train,cpu,1017,"station,auth,route,verification-code,train,config,food,travel,order,basic,food-map,price,seat,order-other,ticketinfo,","22.72,11.27,10.18,4.86,4.52,3.37,3.37,2.64,2.36,1.90,1.83,1.46,1.46,0.42,0.22,","52,0,33,40,22,19,2,32,19,22,14,12,18,5,23,","0,40,0,0,0,0,19,38,0,29,0,0,24,9,22,",-1
basic+train,cpu,1021,"station,auth,verification-code,order-other,ticketinfo,train,route,price,cancel,order,basic,travel,","30.94,14.93,7.89,6.42,4.75,3.48,3.02,2.88,1.37,1.29,0.71,0.41,","74,0,47,2,8,22,20,20,0,16,30,6,","0,47,0,32,30,0,0,0,14,0,33,3,",-1
basic+train,delay,1021,"auth,station,route,train,order,config,seat,price,basic,travel,","10.29,9.80,9.06,8.35,7.33,5.23,4.06,3.26,2.03,1.68,","0,26,25,24,22,19,17,15,23,22,","35,0,0,0,0,0,27,0,28,26,",-1
cancel,abort,1011,"station,order-other,route,food,food-map,auth,train,verification-code,price,config,order,travel,basic,ticketinfo,seat,","53.58,23.51,10.31,8.20,7.78,2.82,1.83,1.76,1.40,1.40,0.97,0.67,0.43,0.43,0.11,","103,8,38,6,33,0,16,20,14,14,16,39,19,16,14,","0,65,0,34,0,20,0,0,0,0,0,37,16,19,15,",-1
cancel,abort,1015,"station,food,route,order-other,food-map,auth,train,verification-code,basic,seat,travel,ticketinfo,","119.34,30.53,26.87,25.48,16.62,8.50,6.44,5.58,1.57,1.37,0.42,0.16,","232,5,96,8,75,0,47,55,42,29,99,43,","0,102,0,104,0,55,0,0,52,39,100,42,",-1
cancel,abort,1023,"station,route,order-other,travel,basic,train,seat,order,food,ticketinfo,","39.01,13.11,9.52,6.52,4.82,2.96,1.62,1.51,1.28,0.56,","79,40,4,22,20,19,7,17,3,18,","0,0,38,37,34,0,16,0,13,20,",-1
cancel,cpu,1012,"station,route,food,order-other,order,food-map,cancel,auth,train,verification-code,seat,basic,travel,ticketinfo,","120.14,24.08,22.05,19.02,18.41,12.68,10.11,8.45,8.33,6.16,2.92,2.89,1.04,0.49,","256,102,17,41,119,74,0,0,60,62,44,58,112,61,","0,0,99,114,0,0,67,62,0,0,62,74,109,58,",7
cancel,cpu,1016,"station,route,food,order,order-other,train,food-map,travel,cancel,auth,basic,config,seat,verification-code,ticketinfo,","138.39,36.76,23.25,20.60,17.84,13.50,12.48,10.28,7.26,5.48,4.94,4.86,4.61,4.03,1.32,","285,132,15,137,36,80,77,124,0,0,88,48,54,53,82,","0,0,106,0,114,0,0,149,60,53,108,0,78,0,88,",9
cancel,delay,1010,"station,route,order,train,food,order-other,food-map,seat,config,basic,travel,auth,price,preserve,ticketinfo,verification-code,","163.49,53.67,28.86,24.30,20.59,13.15,11.97,10.57,9.04,8.81,7.25,5.66,5.32,5.08,4.25,4.20,","305,162,148,109,17,61,76,79,66,95,154,0,51,0,111,54,","0,0,0,0,102,110,0,117,0,126,170,54,0,46,95,0,",-1
cancel,delay,1014,"station,order-other,route,food,order,food-map,train,auth,cancel,verification-code,travel,basic,ticketinfo,","102.97,25.05,22.20,14.61,11.15,9.53,7.04,5.58,5.31,3.69,3.52,0.95,0.65,","215,36,87,15,83,57,48,0,0,45,85,47,51,","0,113,0,72,0,0,0,45,43,0,95,53,47,",9
cancel,delay,1025,"station,travel,seat,food,order,food-map,config,basic,ticketinfo,route,train,price,preserve,order-other,travel2,","284.94,188.37,78.83,74.50,71.03,67.81,46.30,44.03,29.43,28.47,25.65,22.43,13.11,6.70,3.75,","459,353,58,53,273,212,176,164,62,138,131,122,0,84,73,","0,0,257,233,0,0,0,267,164,0,0,0,87,34,42,",-1
config,abort,1011,"auth,train,route,station,price,config,travel,basic,ticketinfo,","66.85,9.28,9.28,9.28,8.00,7.28,0.53,0.28,0.28,","0,35,35,35,32,31,33,36,35,","95,0,0,0,0,0,35,35,36,",6
config,abort,1015,"auth,verification-code,order,station,route,train,config,price,ticketinfo,travel,seat,","67.27,16.31,5.45,5.04,5.04,4.27,3.56,3.06,1.05,0.42,0.20,","0,96,26,25,25,23,21,19,20,24,21,","96,0,0,0,0,0,0,0,25,22,22,",7
config,cpu,1012,"station,route,order,food,train,order-other,food-map,cancel,config,seat,auth,price,travel,preserve,verification-code,user,basic,ticketinfo,","117.31,37.87,24.28,20.17,14.70,13.61,13.19,8.27,6.62,5.21,4.33,4.28,4.10,3.26,3.22,1.92,1.50,1.25,","240,122,130,20,76,38,72,0,51,59,0,41,116,0,42,18,87,82,","0,0,0,92,0,94,0,58,0,82,42,0,126,32,0,0,93,87,",9
config,cpu,1016,"station,order-other,food,route,order,food-map,cancel,train,travel,seat,basic,ticketinfo,","115.76,25.69,23.78,21.10,13.36,12.93,7.50,5.28,4.47,3.71,2.37,0.17,","242,33,7,91,96,72,0,46,86,30,51,50,","0,122,98,0,0,0,57,0,99,54,64,51,",-1
config,delay,1010,"station,route,order,train,travel,food,food-map,config,auth,order-other,seat,verification-code,preserve,basic,ticketinfo,security,","85.15,22.49,14.17,11.85,11.14,10.23,6.75,6.42,6.37,4.78,3.90,3.80,3.54,2.43,1.77,0.61,","150,73,73,53,71,11,40,39,0,19,45,41,0,61,55,14,","0,0,0,0,95,50,0,0,41,43,59,0,28,69,61,20,",8
config,delay,1014,"station,order-other,route,food,food-map,order,cancel,auth,train,verification-code,seat,travel,ticketinfo,","74.89,14.77,13.95,12.64,9.05,6.09,5.07,3.23,2.76,1.85,0.46,0.34,0.24,","139,8,54,5,43,51,0,0,24,27,19,57,22,","0,69,0,51,0,0,33,27,0,0,23,58,24,",-1
config,delay,1025,"travel,order,seat,config,station,ticketinfo,basic,auth,preserve,verification-code,route,train,food,order-other,security,","90.71,75.05,68.78,68.08,60.81,26.45,25.42,15.24,11.44,11.14,4.78,4.67,3.09,1.37,0.61,","186,185,39,158,154,37,117,0,0,77,42,41,23,45,33,","7,0,180,0,0,117,47,77,63,0,0,0,42,38,37,",4
contacts,abort,1011,"auth,station,food,route,food-map,verification-code,travel,","27.61,22.57,19.87,16.13,11.35,9.65,2.50,","0,55,0,46,39,65,53,","65,0,51,0,0,0,48,",-1
contacts,abort,1015,"station,auth,food,route,food-map,verification-code,travel,","16.49,16.41,15.60,14.76,10.84,5.99,1.34,","37,0,0,35,30,38,28,","0,38,35,0,0,0,31,",-1
contacts,cpu,1014,"station,route,food,order-other,order,food-map,train,cancel,travel,preserve,ticketinfo,basic,seat,","152.88,35.38,24.65,21.53,21.06,16.37,11.31,7.63,7.24,4.40,2.87,2.40,2.23,","297,130,17,39,131,89,74,0,124,0,82,95,63,","0,0,110,125,0,0,0,63,142,41,95,105,75,",-1
contacts,cpu,1016,"station,route,order-other,food,order,food-map,train,cancel,travel,auth,verification-code,seat,basic,ticketinfo,","194.21,37.52,32.64,29.94,22.31,19.06,12.93,7.95,6.59,6.42,4.84,4.26,3.93,1.73,","369,146,46,17,142,104,86,0,142,0,62,66,97,88,","0,0,160,132,0,0,0,69,159,62,0,89,115,97,",-1
contacts,delay,1010,"station,route,food,order-other,food-map,order,travel,train,cancel,auth,verification-code,seat,basic,","130.27,37.27,23.48,17.64,15.44,14.08,12.77,12.20,6.69,6.06,4.28,3.44,2.60,","263,126,14,44,81,105,102,72,0,0,52,48,72,","0,0,99,113,0,0,136,0,55,52,0,67,84,",-1
contacts,delay,1014,"station,order-other,route,food,order,food-map,auth,cancel,verification-code,travel,","60.05,26.50,9.33,8.66,7.07,7.01,5.52,5.30,3.37,2.99,","134,16,45,6,51,39,0,0,35,55,","0,85,0,43,0,0,35,34,0,44,",-1
food,abort,1011,"order-other,station,cancel,auth,order,verification-code,","46.36,39.68,5.29,4.45,3.17,2.62,","6,99,0,0,31,27,","96,0,29,27,0,0,",-1
food,abort,1015,"station,order-other,order,cancel,auth,verification-code,train,route,travel,seat,ticketinfo,","36.84,30.86,4.89,4.45,4.03,2.44,1.71,1.50,0.32,0.30,0.20,","95,10,41,0,0,25,16,15,11,14,14,","0,83,0,26,25,0,0,0,14,11,12,",-1
food,cpu,1014,"station,route,food,food-map,order,order-other,train,cancel,basic,seat,ticketinfo,travel,","185.23,45.74,45.33,29.32,19.48,18.92,17.14,6.98,3.87,3.36,1.32,0.45,","343,155,22,125,131,43,95,0,96,70,90,169,","0,0,157,0,0,124,0,62,113,87,96,170,",3
food,cpu,1016,"station,order-other,route,order,cancel,food,train,food-map,auth,verification-code,user,travel,basic,seat,ticketinfo,","111.36,33.94,20.86,20.28,15.37,8.57,7.90,7.35,7.11,4.81,2.37,1.96,0.92,0.53,0.30,","245,37,91,123,0,21,56,54,0,54,20,85,54,42,52,","0,139,0,0,79,62,0,0,54,0,0,92,60,46,54,",6
food,delay,1010,"station,route,order,train,order-other,travel,cancel,food,food-map,price,preserve,config,auth,basic,verification-code,user,seat,security,ticketinfo,","182.54,49.32,36.64,27.29,24.40,23.38,10.60,9.65,8.39,8.39,7.86,7.29,7.12,5.82,5.15,3.75,3.61,1.98,0.27,","341,159,177,119,55,136,0,34,66,66,0,61,0,118,62,33,85,25,117,","0,0,0,0,139,191,76,82,0,0,60,0,62,138,0,0,101,44,118,",8
food,delay,1014,"station,order-other,route,order,auth,train,verification-code,cancel,food,food-map,price,travel,seat,ticketinfo,basic,","71.62,20.78,16.63,8.41,8.35,5.51,5.06,4.59,4.39,4.16,3.21,1.90,1.60,0.17,0.16,","159,16,66,68,0,38,48,0,5,33,29,65,25,38,39,","0,92,0,0,48,0,0,35,36,0,0,71,36,39,38,",9
food+seat,cpu,1017,"station,route,order,food,order-other,food-map,train,cancel,config,basic,seat,auth,preserve,verification-code,travel,ticketinfo,","74.69,24.67,15.34,12.15,11.41,10.17,7.28,6.26,4.09,2.79,2.74,2.70,2.54,1.89,1.65,1.50,","157,81,86,12,16,52,44,0,33,37,32,0,0,28,78,45,","0,0,0,57,67,0,0,42,0,51,46,28,25,0,82,37,",-1
food-map,abort,1011,"station,order-other,food-map,food,cancel,auth,order,verification-code,","25.27,19.18,15.10,14.69,3.88,3.24,2.92,2.21,","79,8,53,2,0,0,33,25,","0,72,0,53,27,25,0,0,",3
food-map,abort,1015,"station,order-other,food-map,food,order,cancel,route,train,price,user,ticketinfo,basic,","40.93,26.27,11.80,10.88,10.52,7.29,3.53,3.28,2.51,1.65,0.12,0.11,","119,20,53,12,70,0,29,28,24,12,28,27,","0,93,0,53,0,42,0,0,0,0,27,26,",3
food-map,abort,1023,"station,route,train,food-map,food,order,price,travel,config,ticketinfo,seat,basic,","76.19,63.05,62.90,50.37,49.70,42.01,32.49,20.44,18.38,6.94,2.84,0.88,","187,160,160,143,11,165,115,112,85,151,114,167,","0,0,0,0,143,0,0,162,0,167,122,169,",4
food-map,cpu,1012,"station,route,food,order,food-map,order-other,train,cancel,auth,verification-code,basic,config,seat,travel,ticketinfo,","123.24,31.45,24.00,20.87,16.67,15.29,13.75,8.83,7.88,5.50,5.45,4.76,4.44,3.12,0.59,","262,119,11,127,87,38,79,0,0,62,69,46,50,122,72,","0,0,105,0,0,104,0,64,62,0,94,0,74,130,69,",5
food-map,cpu,1016,"station,route,order,train,cancel,order-other,food,food-map,config,price,travel,auth,seat,verification-code,user,basic,ticketinfo,","98.13,34.47,24.53,13.17,11.38,11.34,10.63,7.41,6.84,5.77,5.46,3.86,3.16,2.78,2.15,1.91,0.24,","212,110,125,68,0,48,19,51,49,45,99,0,52,38,20,73,74,","0,0,0,0,64,90,63,0,0,0,113,38,67,0,0,81,73,",8
food-map,delay,1010,"station,route,food,food-map,order,order-other,train,auth,travel,verification-code,cancel,seat,basic,ticketinfo,","150.00,46.16,35.55,26.31,19.39,16.38,12.65,9.41,7.17,6.54,5.25,3.22,2.84,0.99,","298,149,17,112,124,43,78,0,144,69,0,59,84,79,","0,0,133,0,0,110,0,69,161,0,52,77,97,84,",4
food-map,delay,1014,"station,order-other,route,order,food-map,food,cancel,train,price,auth,config,user,travel,basic,","97.52,37.01,23.51,11.98,11.40,10.50,5.80,5.59,4.30,3.96,3.81,2.01,1.31,0.14,","198,21,82,76,57,16,0,40,35,0,33,17,82,38,","0,112,0,0,0,57,41,0,0,34,0,0,86,39,",5
food-map,delay,1025,"station,travel,food,order,config,route,seat,train,price,food-map,ticketinfo,basic,cancel,preserve,","81.55,55.35,48.19,29.26,21.05,18.08,17.45,16.78,16.78,13.71,11.61,7.35,7.18,7.12,","232,142,29,150,88,82,50,79,79,71,44,89,0,0,","0,0,142,0,0,0,109,0,0,0,89,113,56,50,",10
inside-payment,abort,1011,"station,route,food,food-map,auth,order-other,verification-code,order,train,travel,price,config,basic,ticketinfo,seat,","44.14,20.66,16.49,16.00,5.74,5.36,2.84,2.20,2.12,1.49,1.40,1.40,0.63,0.63,0.40,","80,50,6,44,0,8,27,18,16,55,13,13,19,15,13,","0,0,45,0,27,27,0,0,0,52,0,0,15,19,16,",-1
inside-payment,abort,1015,"station,route,food,food-map,order-other,auth,travel,train,config,price,ticketinfo,basic,","57.12,38.44,20.33,16.26,5.53,4.93,3.47,3.32,2.71,2.57,0.32,0.15,","95,71,8,46,10,0,65,21,19,18,21,19,","0,0,53,0,29,26,71,0,0,0,19,20,",-1
inside-payment,cpu,1014,"station,route,order,train,food,food-map,order-other,config,price,preserve,travel,cancel,auth,ticketinfo,user,verification-code,seat,basic,","121.90,41.53,20.95,16.94,15.47,11.27,9.91,6.21,6.21,5.16,4.97,4.49,3.58,3.06,3.02,2.58,2.58,1.99,","226,119,111,76,21,62,37,46,46,0,115,0,0,77,26,36,56,88,","0,0,0,0,76,0,77,0,0,40,126,40,36,88,0,0,67,95,",-1
inside-payment,cpu,1016,"station,route,order,train,order-other,food,travel,price,food-map,cancel,config,auth,preserve,user,verification-code,basic,seat,ticketinfo,security,","122.25,37.50,22.55,17.72,14.76,12.28,9.57,7.73,7.59,6.88,6.51,4.82,3.92,3.40,3.28,3.19,2.99,2.75,2.19,","243,120,123,82,43,20,97,54,54,0,50,0,0,28,44,86,59,75,15,","0,0,0,0,97,69,122,0,0,52,0,44,35,0,0,98,73,86,35,",-1
inside-payment,delay,1010,"station,route,order,order-other,food,cancel,food-map,train,price,travel,auth,config,user,verification-code,seat,basic,ticketinfo,","90.16,29.75,17.95,14.81,12.91,10.76,9.46,8.76,5.12,4.86,3.48,3.45,2.54,2.34,1.37,0.91,0.52,","188,94,99,33,13,0,53,51,39,84,0,32,18,33,40,49,46,","0,0,0,83,63,57,0,0,0,97,33,0,0,0,48,54,49,",-1
inside-payment,delay,1014,"station,order-other,food,route,food-map,cancel,order,auth,verification-code,travel,","84.93,34.90,15.46,12.88,10.89,6.35,6.05,3.19,2.30,0.29,","182,7,6,61,55,0,55,0,31,61,","0,112,66,0,0,44,0,31,0,62,",-1
inside-payment,delay,1025,"station,travel,food,food-map,order,route,config,train,ticketinfo,seat,price,auth,cancel,verification-code,order-other,preserve,basic,security,","97.22,96.43,49.08,43.46,28.14,25.06,20.35,18.17,17.20,15.81,13.09,8.76,8.55,5.58,5.06,4.89,1.92,1.55,","239,210,22,133,153,101,91,86,65,56,73,0,0,62,59,0,121,21,","0,34,145,0,0,0,0,0,121,111,0,62,61,0,0,39,127,35,",-1
notification,abort,1015,"station,route,order,order-other,food,cancel,train,food-map,config,price,seat,auth,verification-code,travel,basic,ticketinfo,","122.86,35.44,31.73,24.03,16.52,13.51,12.69,11.67,5.15,4.82,4.76,4.06,2.90,2.26,1.67,0.20,","253,122,136,50,14,0,73,70,46,45,42,0,42,118,68,69,","0,0,0,116,84,77,0,0,0,0,69,42,0,124,77,68,",-1
notification,cpu,1012,"station,route,order,train,food,order-other,food-map,travel,preserve,seat,cancel,config,price,basic,ticketinfo,","202.43,53.82,42.97,26.39,23.45,19.66,13.21,12.50,9.71,9.06,8.89,8.50,8.16,7.27,3.27,","374,178,196,125,32,57,88,176,0,93,0,71,69,147,136,","0,0,0,0,122,132,0,203,71,129,74,0,0,170,147,",-1
notification,cpu,1016,"station,order-other,route,order,food,food-map,cancel,train,auth,travel,verification-code,config,seat,basic,ticketinfo,","135.26,32.13,29.63,16.55,15.04,10.44,8.21,7.56,6.39,5.61,4.49,4.30,2.12,1.32,0.68,","273,36,113,116,16,67,0,57,0,99,54,43,46,60,64,","0,144,0,0,81,0,61,0,54,116,0,0,60,68,60,",-1
notification,delay,1010,"station,route,food,food-map,order,order-other,cancel,auth,train,verification-code,price,config,travel,user,seat,ticketinfo,basic,","59.18,20.07,13.00,10.40,9.03,7.51,5.52,5.14,4.72,3.29,3.10,2.88,1.53,1.10,0.43,0.32,0.16,","131,66,10,47,65,24,0,0,32,34,26,25,71,10,27,31,33,","0,0,54,0,0,57,35,34,0,0,0,0,67,0,30,33,34,",-1
notification,delay,1014,"station,route,food,order-other,food-map,order,travel,cancel,train,auth,basic,verification-code,seat,ticketinfo,","117.45,33.18,25.82,25.67,17.68,15.58,14.47,11.34,7.50,4.27,3.19,2.98,2.37,1.13,","261,120,5,25,87,114,95,0,57,0,46,44,31,54,","0,0,104,127,0,0,134,73,0,44,66,0,50,46,",-1
notification,delay,1025,"route,travel,station,train,order,config,cancel,price,order-other,seat,ticketinfo,basic,preserve,travel2,food,","172.77,112.72,46.94,46.15,36.85,16.57,10.42,9.44,4.93,4.57,3.42,2.17,1.36,0.93,0.91,","244,90,136,126,158,75,0,57,54,98,131,139,0,28,6,","0,246,0,0,0,0,63,0,0,110,139,134,13,36,0,",-1
order,abort,1011,"auth,station,route,train,price,verification-code,order,travel,travel-plan,ticketinfo,basic,route-plan,","22.86,10.41,10.41,7.56,6.91,6.64,6.30,5.79,2.23,1.71,0.86,0.19,","0,27,27,23,22,40,21,11,0,25,29,12,","40,0,0,0,0,0,0,26,12,29,27,11,",7
order,abort,1015,"auth,verification-code,station,route,price,order,train,travel-plan,travel,ticketinfo,route-plan,basic,","53.04,14.67,12.21,11.61,9.08,8.31,7.57,5.36,3.76,1.25,0.62,0.31,","0,88,40,39,34,33,31,0,23,35,26,39,","88,0,0,0,0,0,0,26,35,39,23,40,",6
order,abort,1023,"station,route,travel,price,basic,train,order,auth,ticketinfo,travel-plan,verification-code,route-plan,","43.21,23.36,22.39,16.49,14.80,10.18,9.57,5.19,2.76,2.36,2.27,0.39,","68,50,14,42,47,33,32,0,52,0,28,12,","0,0,54,0,69,0,0,28,47,12,0,14,",7
order,cpu,1012,"station,route,food,food-map,auth,order,travel,verification-code,order-other,train,seat,basic,ticketinfo,","59.58,21.54,17.86,12.65,10.46,8.73,6.04,5.95,5.83,4.35,2.41,1.67,1.09,","128,69,6,53,0,51,61,50,18,31,21,31,37,","0,0,63,0,50,0,76,0,42,0,35,40,31,",6
order,cpu,1016,"station,route,order,train,food,travel,food-map,seat,config,price,preserve,basic,order-other,ticketinfo,security,","90.69,47.92,21.64,20.18,16.76,15.16,9.64,8.51,6.88,6.11,4.97,2.88,1.11,0.89,0.56,","173,115,89,74,17,95,51,47,43,41,0,74,42,71,19,","0,0,0,0,68,125,0,77,0,0,36,83,46,74,24,",3
order,delay,1010,"station,auth,route,food-map,food,verification-code,order-other,order,price,train,","22.01,11.07,9.72,4.32,4.27,4.08,3.16,1.39,1.08,1.08,","43,0,27,18,2,29,4,11,9,9,","0,29,0,0,18,0,16,0,0,0,",8
order,delay,1014,"station,route,auth,food,food-map,verification-code,order,config,train,order-other,price,basic,seat,","37.39,18.98,9.85,8.92,8.25,4.20,3.36,2.83,2.83,2.52,1.92,0.19,0.18,","65,44,0,4,29,32,20,17,17,8,14,19,17,","0,0,32,30,0,0,0,0,0,18,0,18,18,",7
order,delay,1025,"station,food,travel,route,food-map,seat,config,order,train,price,ticketinfo,preserve,basic,security,","99.00,33.25,32.35,32.22,30.33,22.79,19.89,19.68,16.44,10.96,8.95,5.91,3.40,0.12,","165,11,143,84,81,40,66,74,60,49,63,0,83,16,","0,90,99,0,0,92,0,0,0,0,83,35,91,17,",8
order+train,cpu,1021,"station,route,travel,train,food,food-map,seat,order,price,order-other,preserve,auth,basic,verification-code,ticketinfo,","39.75,25.38,20.78,9.65,5.71,4.92,4.92,3.19,3.15,3.03,2.27,1.95,1.23,1.00,0.60,","78,57,24,35,7,25,25,23,20,9,0,0,34,18,36,","0,0,62,0,26,0,0,0,0,23,16,18,38,0,34,",-1
order-other,abort,1011,"route,station,auth,food,food-map,order,verification-code,order-other,preserve,config,train,price,travel,basic,ticketinfo,seat,","21.14,16.53,13.70,10.29,9.99,8.44,5.63,4.01,2.95,2.06,1.80,1.32,0.90,0.47,0.31,0.14,","48,46,0,0,33,33,39,23,0,15,14,12,46,17,15,14,","0,0,39,33,0,0,0,0,18,0,0,0,48,14,17,15,",8
